#airline_name	IATA_country_source	airport_source	IATA_destination_country	destination_country
2B	Russia	AER	Russia	KZN
2B	Russia	ASF	Russia	KZN
2B	Russia	ASF	Russia	MRV
2B	Russia	CEK	Russia	KZN
2B	Russia	CEK	Russia	OVB
2B	Russia	DME	Russia	KZN
2B	Russia	DME	Russia	NBC
2B	Russia	DME	Russia	TGK
2B	Russia	DME	Russia	UUA
2B	Russia	EGO	Russia	KGD
2B	Russia	EGO	Russia	KZN
2B	Azerbaijan	GYD	Russia	NBC
2B	Russia	KGD	Russia	EGO
2B	Russia	KZN	Russia	AER
2B	Russia	KZN	Russia	ASF
2B	Russia	KZN	Russia	CEK
2B	Russia	KZN	Russia	DME
2B	Russia	KZN	Russia	EGO
2B	Russia	KZN	Russia	LED
2B	Russia	KZN	Russia	SVX
2B	Russia	LED	Russia	KZN
2B	Russia	LED	Russia	NBC
2B	Russia	LED	Russia	UUA
2B	Russia	MRV	Russia	ASF
2B	Russia	NBC	Russia	DME
2B	Russia	NBC	Azerbaijan	GYD
2B	Russia	NBC	Russia	LED
2B	Russia	NBC	Russia	SVX
2B	Russia	NJC	Russia	SVX
2B	Russia	NJC	Russia	UUA
2B	Russia	NUX	Russia	SVX
2B	Russia	OVB	Russia	CEK
2B	Russia	OVB	Russia	SVX
2B	Russia	SVX	Russia	KZN
2B	Russia	SVX	Russia	NBC
2B	Russia	SVX	Russia	NJC
2B	Russia	SVX	Russia	NUX
2B	Russia	SVX	Russia	OVB
2B	Russia	TGK	Russia	DME
2B	Russia	UUA	Russia	DME
2B	Russia	UUA	Russia	LED
2B	Russia	UUA	Russia	NJC
2G	Russia	BTK	Russia	IKT
2G	Russia	BTK	Russia	OVB
2G	Russia	CEK	Russia	OVB
2G	Russia	HTA	Russia	IKT
2G	Russia	IKT	Russia	BTK
2G	Russia	IKT	Russia	HTA
2G	Russia	IKT	Russia	KCK
2G	Russia	IKT	Russia	ODO
2G	Russia	IKT	Russia	OVB
2G	Russia	IKT	Russia	UKX
2G	Russia	IKT	Russia	ULK
2G	Russia	IKT	Russia	YKS
2G	Russia	KCK	Russia	IKT
2G	Russia	MJZ	Russia	OVB
2G	Russia	ODO	Russia	IKT
2G	Russia	OVB	Russia	BTK
2G	Russia	OVB	Russia	CEK
2G	Russia	OVB	Russia	IKT
2G	Russia	UKX	Russia	IKT
2G	Russia	ULK	Russia	IKT
2G	Russia	YKS	Russia	IKT
2I	Peru	AYP	Peru	LIM
2I	Peru	CUZ	Peru	LIM
2I	Peru	CUZ	Peru	PEM
2I	Peru	HUU	Peru	LIM
2I	Peru	IQT	Peru	PCL
2I	Peru	IQT	Peru	TPP
2I	Peru	LIM	Peru	AYP
2I	Peru	LIM	Peru	CUZ
2I	Peru	LIM	Peru	HUU
2I	Peru	LIM	Peru	PCL
2I	Peru	LIM	Peru	TPP
2I	Peru	PCL	Peru	IQT
2I	Peru	PCL	Peru	LIM
2I	Peru	PCL	Peru	TPP
2I	Peru	PEM	Peru	CUZ
2I	Peru	TPP	Peru	IQT
2I	Peru	TPP	Peru	LIM
2I	Peru	TPP	Peru	PCL
2J	Cote d'Ivoire	ABJ	Burkina Faso	BOY
2J	Cote d'Ivoire	ABJ	Burkina Faso	OUA
2J	Ghana	ACC	Burkina Faso	OUA
2J	Mali	BKO	Cote d'Ivoire	ABJ
2J	Mali	BKO	Senegal	DKR
2J	Mali	BKO	Burkina Faso	OUA
2J	Burkina Faso	BOY	Cote d'Ivoire	ABJ
2J	Burkina Faso	BOY	Burkina Faso	OUA
2J	Benin	COO	Togo	LFW
2J	Benin	COO	Burkina Faso	OUA
2J	Senegal	DKR	Mali	BKO
2J	Senegal	DKR	Burkina Faso	OUA
2J	Togo	LFW	Burkina Faso	OUA
2J	Niger	NIM	Burkina Faso	OUA
2J	Burkina Faso	OUA	Cote d'Ivoire	ABJ
2J	Burkina Faso	OUA	Ghana	ACC
2J	Burkina Faso	OUA	Mali	BKO
2J	Burkina Faso	OUA	Burkina Faso	BOY
2J	Burkina Faso	OUA	Benin	COO
2J	Burkina Faso	OUA	Senegal	DKR
2J	Burkina Faso	OUA	Togo	LFW
2J	Burkina Faso	OUA	Niger	NIM
2K	Colombia	BOG	Ecuador	GYE
2K	Colombia	BOG	Ecuador	UIO
2K	Colombia	CLO	Ecuador	GYE
2K	Ecuador	GYE	Colombia	BOG
2K	Ecuador	GYE	Colombia	CLO
2K	Ecuador	GYE	Ecuador	SCY
2K	Ecuador	GYE	Ecuador	UIO
2K	Ecuador	OCC	Ecuador	UIO
2K	Ecuador	SCY	Ecuador	GYE
2K	Ecuador	UIO	Colombia	BOG
2K	Ecuador	UIO	Ecuador	GYE
2K	Ecuador	UIO	Ecuador	OCC
2L	Italy	BDS	Switzerland	ZRH
2L	France	BOD	Switzerland	ZRH
2L	United Kingdom	BRS	Switzerland	ZRH
2L	Switzerland	GVA	Spain	LPA
2L	Cyprus	LCA	Switzerland	ZRH
2L	Spain	LPA	Switzerland	ZRH
2L	Egypt	RMF	Switzerland	ZRH
2L	Spain	TFS	Switzerland	GVA
2L	Switzerland	ZRH	Italy	BDS
2L	Switzerland	ZRH	France	BOD
2L	Switzerland	ZRH	United Kingdom	BRS
2L	Switzerland	ZRH	Cyprus	LCA
2L	Switzerland	ZRH	Spain	LPA
2L	Switzerland	ZRH	Egypt	RMF
2N	Sweden	AJR	Sweden	LYC
2N	Sweden	ARN	Sweden	GEV
2N	Sweden	ARN	Sweden	HAD
2N	Sweden	ARN	Sweden	JKG
2N	Sweden	ARN	Sweden	KRF
2N	Sweden	ARN	Sweden	KSD
2N	Sweden	ARN	Sweden	LYC
2N	Sweden	ARN	Finland	MHQ
2N	Sweden	ARN	Sweden	OER
2N	Sweden	ARN	Finland	POR
2N	Sweden	ARN	Sandefjord	TRF
2N	Sweden	ARN	Sweden	VBY
2N	Sweden	ARN	Sweden	VHM
2N	Sweden	ARN	Sweden	VXO
2N	Sweden	GEV	Sweden	ARN
2N	Sweden	GEV	Sweden	KRF
2N	Sweden	HAD	Sweden	ARN
2N	Sweden	HAD	Sweden	JKG
2N	Sweden	HAD	Sweden	VXO
2N	Sweden	HMV	Sweden	VHM
2N	Sweden	JKG	Sweden	ARN
2N	Sweden	JKG	Sweden	HAD
2N	Finland	KOK	Finland	POR
2N	Sweden	KRF	Sweden	ARN
2N	Sweden	KRF	Sweden	GEV
2N	Sweden	KSD	Sweden	ARN
2N	Sweden	LYC	Sweden	AJR
2N	Sweden	LYC	Sweden	ARN
2N	Finland	MHQ	Sweden	ARN
2N	Finland	MHQ	Finland	TKU
2N	Sweden	OER	Sweden	ARN
2N	Norway	OSL	Sweden	VXO
2N	Finland	POR	Sweden	ARN
2N	Finland	POR	Finland	KOK
2N	Finland	TKU	Finland	MHQ
2N	Sandefjord	TRF	Sweden	ARN
2N	Sweden	VBY	Sweden	ARN
2N	Sweden	VHM	Sweden	ARN
2N	Sweden	VHM	Sweden	HMV
2N	Sweden	VXO	Sweden	ARN
2N	Sweden	VXO	Norway	OSL
2O	United States	ADQ	NA	AOS
2O	United States	ADQ	NA	KKB
2O	United States	ADQ	United States	KLN
2O	United States	ADQ	NA	KOZ
2O	United States	ADQ	NA	OLH
2O	NA	AOS	NA	KZB
2O	NA	KKB	NA	SYB
2O	United States	KLN	United States	KYK
2O	NA	KOZ	NA	ORI
2O	NA	SYB	NA	KPR
2P	Philippines	BSO	Philippines	MNL
2P	Philippines	BXU	Philippines	MNL
2P	Philippines	CBO	Philippines	MNL
2P	Philippines	CGY	Philippines	MNL
2P	Philippines	CRM	Philippines	MNL
2P	Philippines	DGT	Philippines	MNL
2P	United Arab Emirates	DWC	Philippines	MNL
2P	Philippines	GES	Philippines	MNL
2P	Philippines	KLO	Philippines	MNL
2P	Philippines	LGP	Philippines	MNL
2P	Philippines	MNL	Philippines	BSO
2P	Philippines	MNL	Philippines	BXU
2P	Philippines	MNL	Philippines	CBO
2P	Philippines	MNL	Philippines	CGY
2P	Philippines	MNL	Philippines	CRM
2P	Philippines	MNL	Philippines	DGT
2P	Philippines	MNL	United Arab Emirates	DWC
2P	Philippines	MNL	Philippines	GES
2P	Philippines	MNL	Philippines	KLO
2P	Philippines	MNL	Philippines	LGP
2P	Philippines	MNL	Philippines	MPH
2P	Philippines	MNL	Philippines	OZC
2P	Philippines	MNL	Philippines	PPS
2P	Philippines	MNL	Philippines	RXS
2P	Philippines	MNL	Philippines	SUG
2P	Philippines	MNL	Philippines	TUG
2P	Philippines	MNL	Philippines	ZAM
2P	Philippines	MPH	Philippines	MNL
2P	Philippines	OZC	Philippines	MNL
2P	Philippines	PPS	Philippines	MNL
2P	Philippines	RXS	Philippines	MNL
2P	Philippines	SUG	Philippines	MNL
2P	Philippines	TUG	Philippines	MNL
2P	Philippines	ZAM	Philippines	MNL
2Z	Brazil	AUX	Brazil	PMW
2Z	Brazil	BRA	Brazil	BSB
2Z	Brazil	BRA	Brazil	SSA
2Z	Brazil	BSB	Brazil	BRA
2Z	Brazil	BSB	Brazil	OPS
2Z	Brazil	BSB	Brazil	RAO
2Z	Brazil	CAC	Brazil	GRU
2Z	Brazil	CGB	Brazil	GYN
2Z	Brazil	CGB	Brazil	OPS
2Z	Brazil	CGR	Brazil	DOU
2Z	Brazil	DOU	Brazil	CGR
2Z	Brazil	DOU	Brazil	GRU
2Z	Brazil	GIG	Brazil	RAO
2Z	Brazil	GRU	Brazil	CAC
2Z	Brazil	GRU	Brazil	DOU
2Z	Brazil	GRU	Brazil	RAO
2Z	Brazil	GRU	Brazil	UBA
2Z	Brazil	GRU	Brazil	UDI
2Z	Brazil	GRU	Brazil	VDC
2Z	Brazil	GYN	Brazil	CGB
2Z	Brazil	GYN	Brazil	PMW
2Z	Brazil	GYN	Brazil	RAO
2Z	Brazil	GYN	Brazil	UDI
2Z	Brazil	OPS	Brazil	BSB
2Z	Brazil	OPS	Brazil	CGB
2Z	Brazil	PLU	Brazil	RAO
2Z	Brazil	PMW	Brazil	AUX
2Z	Brazil	PMW	Brazil	GYN
2Z	Brazil	RAO	Brazil	BSB
2Z	Brazil	RAO	Brazil	GIG
2Z	Brazil	RAO	Brazil	GRU
2Z	Brazil	RAO	Brazil	GYN
2Z	Brazil	RAO	Brazil	PLU
2Z	Brazil	RAO	Brazil	SJP
2Z	Brazil	RAO	Brazil	UDI
2Z	Brazil	SJP	Brazil	RAO
2Z	Brazil	SSA	Brazil	BRA
2Z	Brazil	SSA	Brazil	VDC
2Z	Brazil	UBA	Brazil	GRU
2Z	Brazil	UBA	Brazil	UDI
2Z	Brazil	UDI	Brazil	GRU
2Z	Brazil	UDI	Brazil	GYN
2Z	Brazil	UDI	Brazil	RAO
2Z	Brazil	UDI	Brazil	UBA
2Z	Brazil	VDC	Brazil	GRU
2Z	Brazil	VDC	Brazil	SSA
3E	United States	BRL	United States	ORD
3E	United States	BRL	United States	STL
3E	United States	DEC	United States	ORD
3E	United States	DEC	United States	STL
3E	United States	JBR	United States	STL
3E	United States	ORD	United States	BRL
3E	United States	ORD	United States	DEC
3E	United States	STL	United States	BRL
3E	United States	STL	United States	DEC
3E	United States	STL	United States	JBR
3F	NA	CGA	NA	HYL
3F	NA	CGA	United States	KTN
3F	NA	HYL	NA	CGA
3F	NA	HYL	NA	KTB
3F	NA	HYL	United States	KTN
3F	NA	KTB	NA	HYL
3F	NA	KTB	United States	KTN
3F	United States	KTN	NA	CGA
3F	United States	KTN	NA	HYL
3F	United States	KTN	NA	KTB
3F	United States	KTN	United States	MTM
3F	United States	MTM	United States	KTN
3G	Ghana	ACC	Senegal	DKR
3G	Ghana	ACC	Nigeria	LOS
3G	Ghana	ACC	Liberia	ROB
3G	Spain	BCN	Gambia	BJL
3G	Gambia	BJL	Spain	BCN
3G	Gambia	BJL	Senegal	DKR
3G	Gambia	BJL	Sierra Leone	FNA
3G	Guinea	CKY	Guinea-Bissau	OXB
3G	Senegal	DKR	Ghana	ACC
3G	Senegal	DKR	Gambia	BJL
3G	Senegal	DKR	Cameroon	DLA
3G	Senegal	DKR	Sierra Leone	FNA
3G	Senegal	DKR	Nigeria	LOS
3G	Senegal	DKR	Guinea-Bissau	OXB
3G	Cameroon	DLA	Senegal	DKR
3G	Cameroon	DLA	Nigeria	LOS
3G	Sierra Leone	FNA	Gambia	BJL
3G	Sierra Leone	FNA	Senegal	DKR
3G	Sierra Leone	FNA	United Kingdom	LGW
3G	Sierra Leone	FNA	Liberia	ROB
3G	United Kingdom	LGW	Sierra Leone	FNA
3G	Nigeria	LOS	Ghana	ACC
3G	Nigeria	LOS	Senegal	DKR
3G	Nigeria	LOS	Cameroon	DLA
3G	Nigeria	LOS	Liberia	ROB
3G	Guinea-Bissau	OXB	Guinea	CKY
3G	Guinea-Bissau	OXB	Senegal	DKR
3G	Liberia	ROB	Ghana	ACC
3G	Liberia	ROB	Sierra Leone	FNA
3G	Liberia	ROB	Nigeria	LOS
3H	Canada	AKV	Canada	YIK
3H	Canada	AKV	Canada	YPX
3H	Canada	XGR	Canada	YVP
3H	Canada	YGL	Canada	YGW
3H	Canada	YGL	Canada	YPX
3H	Canada	YGL	Canada	YUL
3H	Canada	YGW	Canada	YGL
3H	Canada	YGW	Canada	YPH
3H	Canada	YGW	Canada	YSK
3H	Canada	YGW	Canada	YUD
3H	Canada	YGW	Canada	YUL
3H	Canada	YGW	Canada	YUY
3H	Canada	YIK	Canada	AKV
3H	Canada	YIK	Canada	YZG
3H	Canada	YKG	Canada	YPJ
3H	Canada	YKG	Canada	YQC
3H	Canada	YKG	Canada	YVP
3H	Canada	YKL	Canada	YQB
3H	Canada	YKL	Canada	YVP
3H	Canada	YKL	Canada	YWK
3H	Canada	YKL	Canada	YZV
3H	Canada	YPH	Canada	YPX
3H	Canada	YPH	Canada	YUD
3H	Canada	YPH	Canada	YVP
3H	Canada	YPJ	Canada	YKG
3H	Canada	YPJ	Canada	YTQ
3H	Canada	YPJ	Canada	YVP
3H	Canada	YPX	Canada	AKV
3H	Canada	YPX	Canada	YGL
3H	Canada	YPX	Canada	YPH
3H	Canada	YPX	Canada	YVP
3H	Canada	YQB	Canada	YKL
3H	Canada	YQB	Canada	YUL
3H	Canada	YQC	Canada	YKG
3H	Canada	YQC	Canada	YWB
3H	Canada	YSK	Canada	YGW
3H	Canada	YSK	Canada	YUD
3H	Canada	YTQ	Canada	YPJ
3H	Canada	YTQ	Canada	YVP
3H	Canada	YUD	Canada	YGW
3H	Canada	YUD	Canada	YPH
3H	Canada	YUD	Canada	YSK
3H	Canada	YUL	Canada	YGL
3H	Canada	YUL	Canada	YGW
3H	Canada	YUL	Canada	YQB
3H	Canada	YUL	Canada	YUY
3H	Canada	YUY	Canada	YGW
3H	Canada	YUY	Canada	YUL
3H	Canada	YVP	Canada	XGR
3H	Canada	YVP	Canada	YGW
3H	Canada	YVP	Canada	YKG
3H	Canada	YVP	Canada	YKL
3H	Canada	YVP	Canada	YPH
3H	Canada	YVP	Canada	YPJ
3H	Canada	YVP	Canada	YPX
3H	Canada	YVP	Canada	YTQ
3H	Canada	YWB	Canada	YQC
3H	Canada	YWB	Canada	YZG
3H	Canada	YWK	Canada	YKL
3H	Canada	YWK	Canada	YZV
3H	Canada	YZG	Canada	YIK
3H	Canada	YZG	Canada	YWB
3H	Canada	YZV	Canada	YKL
3H	Canada	YZV	Canada	YWK
3J	Djibouti	JIB	United Arab Emirates	DXB
3J	Djibouti	JIB	Saudi Arabia	JED
3J	Djibouti	JIB	Somalia	MGQ
3J	Somalia	MGQ	Kenya	NBO
3J	Kenya	NBO	Somalia	MGQ
3K	Thailand	BKK	Singapore	SIN
3K	Australia	DRW	Singapore	SIN
3K	China	HAK	Singapore	SIN
3K	China	HGH	Singapore	SIN
3K	Hong Kong	HKG	Singapore	SIN
3K	Thailand	HKT	Singapore	SIN
3K	Japan	KIX	Philippines	MNL
3K	Japan	KIX	Taiwan	TPE
3K	Malaysia	KUL	Singapore	SIN
3K	Philippines	MNL	Japan	KIX
3K	Philippines	MNL	Singapore	SIN
3K	Malaysia	PEN	Singapore	SIN
3K	Australia	PER	Singapore	SIN
3K	Cambodia	PNH	Singapore	SIN
3K	Cambodia	REP	Singapore	SIN
3K	Burma	RGN	Singapore	SIN
3K	Vietnam	SGN	Singapore	SIN
3K	Singapore	SIN	Thailand	BKK
3K	Singapore	SIN	Australia	DRW
3K	Singapore	SIN	China	HAK
3K	Singapore	SIN	China	HGH
3K	Singapore	SIN	Hong Kong	HKG
3K	Singapore	SIN	Thailand	HKT
3K	Singapore	SIN	Malaysia	KUL
3K	Singapore	SIN	Philippines	MNL
3K	Singapore	SIN	Malaysia	PEN
3K	Singapore	SIN	Australia	PER
3K	Singapore	SIN	Cambodia	PNH
3K	Singapore	SIN	Cambodia	REP
3K	Singapore	SIN	Burma	RGN
3K	Singapore	SIN	Vietnam	SGN
3K	Singapore	SIN	China	SWA
3K	Singapore	SIN	Taiwan	TPE
3K	China	SWA	Singapore	SIN
3K	Taiwan	TPE	Japan	KIX
3K	Taiwan	TPE	Singapore	SIN
3L	Switzerland	ACH	Italy	EBA
3L	Germany	DRS	Switzerland	ZRH
3L	Germany	DUS	Germany	FDH
3L	Italy	EBA	Switzerland	ACH
3L	Italy	EBA	Germany	FDH
3L	Italy	EBA	Germany	MUC
3L	Italy	EBA	Switzerland	ZRH
3L	Germany	FDH	Germany	DUS
3L	Germany	FDH	Italy	EBA
3L	Germany	FDH	Germany	HAM
3L	Germany	FDH	Italy	OLB
3L	Germany	FDH	Germany	TXL
3L	Germany	FDH	Croatia	ZAD
3L	Germany	FMM	Italy	NAP
3L	Austria	GRZ	Switzerland	ZRH
3L	Germany	HAM	Germany	FDH
3L	Germany	MUC	Italy	EBA
3L	Italy	NAP	Germany	FMM
3L	Italy	OLB	Germany	FDH
3L	Austria	SZG	Switzerland	ZRH
3L	Germany	TXL	Germany	FDH
3L	Croatia	ZAD	Germany	FDH
3L	Switzerland	ZRH	Germany	DRS
3L	Switzerland	ZRH	Italy	EBA
3L	Switzerland	ZRH	Austria	GRZ
3L	Switzerland	ZRH	Austria	SZG
3M	United States	ATL	United States	LWB
3M	United States	ATL	United States	MCN
3M	United States	ATL	United States	MEI
3M	United States	ATL	United States	MSL
3M	United States	ATL	United States	PIB
3M	United States	ATL	United States	TUP
3M	Bahamas	BIM	United States	FLL
3M	Bahamas	ELH	United States	FLL
3M	Bahamas	ELH	United States	PBI
3M	United States	EYW	United States	FLL
3M	United States	EYW	United States	RSW
3M	United States	EYW	United States	TPA
3M	United States	FLL	Bahamas	BIM
3M	United States	FLL	Bahamas	ELH
3M	United States	FLL	United States	EYW
3M	United States	FLL	Bahamas	FPO
3M	United States	FLL	Bahamas	GGT
3M	United States	FLL	Bahamas	GHB
3M	United States	FLL	United States	MCO
3M	United States	FLL	Bahamas	MHH
3M	United States	FLL	Bahamas	TCB
3M	United States	FLL	United States	TPA
3M	Bahamas	FPO	United States	FLL
3M	Bahamas	GGT	United States	FLL
3M	Bahamas	GGT	Bahamas	GHB
3M	Bahamas	GHB	United States	FLL
3M	United States	GLH	United States	TUP
3M	United States	GNV	United States	MCO
3M	United States	GNV	United States	TPA
3M	United States	JAX	Bahamas	MHH
3M	United States	JAX	United States	TPA
3M	United States	LWB	United States	ATL
3M	United States	MCN	United States	ATL
3M	United States	MCN	United States	MCO
3M	United States	MCO	United States	FLL
3M	United States	MCO	United States	GNV
3M	United States	MCO	United States	MCN
3M	United States	MCO	Bahamas	MHH
3M	United States	MCO	United States	PNS
3M	United States	MCO	United States	RSW
3M	United States	MCO	United States	TLH
3M	United States	MEI	United States	ATL
3M	Bahamas	MHH	United States	FLL
3M	Bahamas	MHH	United States	JAX
3M	Bahamas	MHH	United States	MCO
3M	Bahamas	MHH	United States	PBI
3M	United States	MSL	United States	ATL
3M	United States	PBI	Bahamas	ELH
3M	United States	PBI	Bahamas	MHH
3M	United States	PBI	United States	TPA
3M	United States	PIB	United States	ATL
3M	United States	PNS	United States	MCO
3M	United States	PNS	United States	TPA
3M	United States	RSW	United States	EYW
3M	United States	RSW	United States	MCO
3M	Bahamas	TCB	United States	FLL
3M	United States	TLH	United States	MCO
3M	United States	TLH	United States	TPA
3M	United States	TPA	United States	EYW
3M	United States	TPA	United States	FLL
3M	United States	TPA	United States	GNV
3M	United States	TPA	United States	JAX
3M	United States	TPA	United States	PBI
3M	United States	TPA	United States	PNS
3M	United States	TPA	United States	TLH
3M	United States	TUP	United States	ATL
3M	United States	TUP	United States	GLH
3O	Netherlands	AMS	Morocco	NDR
3O	Netherlands	AMS	Morocco	TNG
3O	Spain	BCN	Morocco	CMN
3O	Spain	BCN	Morocco	NDR
3O	Spain	BCN	Morocco	TNG
3O	Italy	BGY	Morocco	CMN
3O	Italy	BLQ	Morocco	CMN
3O	Belgium	BRU	Morocco	CMN
3O	Belgium	BRU	Morocco	NDR
3O	Belgium	BRU	Morocco	TNG
3O	Germany	CGN	Morocco	NDR
3O	Morocco	CMN	Spain	BCN
3O	Morocco	CMN	Italy	BGY
3O	Morocco	CMN	Italy	BLQ
3O	Morocco	CMN	Belgium	BRU
3O	Morocco	CMN	Italy	CUF
3O	Morocco	CMN	United Kingdom	LGW
3O	Morocco	CMN	France	LYS
3O	Morocco	CMN	France	MPL
3O	Morocco	CMN	Turkey	SAW
3O	Morocco	CMN	France	TLS
3O	Morocco	CMN	Italy	TSF
3O	Italy	CUF	Morocco	CMN
3O	Morocco	FEZ	France	MPL
3O	United Kingdom	LGW	Morocco	CMN
3O	United Kingdom	LGW	Morocco	TNG
3O	France	LYS	Morocco	CMN
3O	France	MPL	Morocco	CMN
3O	France	MPL	Morocco	FEZ
3O	France	MPL	Morocco	NDR
3O	Morocco	NDR	Netherlands	AMS
3O	Morocco	NDR	Spain	BCN
3O	Morocco	NDR	Belgium	BRU
3O	Morocco	NDR	Germany	CGN
3O	Morocco	NDR	France	MPL
3O	Morocco	NDR	Spain	PMI
3O	Spain	PMI	Morocco	NDR
3O	Turkey	SAW	Morocco	CMN
3O	France	TLS	Morocco	CMN
3O	Morocco	TNG	Netherlands	AMS
3O	Morocco	TNG	Spain	BCN
3O	Morocco	TNG	Belgium	BRU
3O	Morocco	TNG	United Kingdom	LGW
3O	Italy	TSF	Morocco	CMN
3P	Aruba	AUA	Venezuela	LSP
3P	Aruba	AUA	Venezuela	MAR
3P	Netherlands Antilles	BON	Netherlands Antilles	CUR
3P	Netherlands Antilles	CUR	Aruba	AUA
3P	Venezuela	LSP	Aruba	AUA
3P	Venezuela	MAR	Aruba	AUA
3R	Russia	ASF	Russia	DME
3R	Russia	ASF	Russia	LED
3R	Uzbekistan	BHK	Russia	DME
3R	Russia	DME	Russia	ASF
3R	Russia	DME	Uzbekistan	BHK
3R	Russia	DME	Russia	EGO
3R	Russia	DME	Uzbekistan	FEG
3R	Russia	DME	Uzbekistan	KSQ
3R	Russia	DME	Uzbekistan	NMA
3R	Russia	DME	Uzbekistan	NVI
3R	Russia	DME	Uzbekistan	SKD
3R	Russia	DME	Montenegro	TIV
3R	Russia	EGO	Russia	DME
3R	Uzbekistan	FEG	Russia	DME
3R	Uzbekistan	KSQ	Russia	DME
3R	Russia	LED	Russia	ASF
3R	Uzbekistan	NMA	Russia	DME
3R	Uzbekistan	NVI	Russia	DME
3R	Uzbekistan	SKD	Russia	DME
3R	Montenegro	TIV	Russia	DME
3S	Antigua and Barbuda	ANU	Guadeloupe	PTP
3S	French Guiana	CAY	Martinique	FDF
3S	Netherlands Antilles	CUR	Dominican Republic	SDQ
3S	Dominica	DOM	Guadeloupe	PTP
3S	Dominica	DOM	Netherlands Antilles	SXM
3S	Martinique	FDF	French Guiana	CAY
3S	Martinique	FDF	Guadeloupe	PTP
3S	Martinique	FDF	Dominican Republic	SDQ
3S	Martinique	FDF	Saint Lucia	SLU
3S	Guadeloupe	PTP	Antigua and Barbuda	ANU
3S	Guadeloupe	PTP	Dominica	DOM
3S	Guadeloupe	PTP	Martinique	FDF
3S	Guadeloupe	PTP	France	SBH
3S	Guadeloupe	PTP	Dominican Republic	SDQ
3S	Guadeloupe	PTP	Guadeloupe	SFG
3S	Guadeloupe	PTP	Netherlands Antilles	SXM
3S	France	SBH	Guadeloupe	PTP
3S	Dominican Republic	SDQ	Guadeloupe	PTP
3S	Dominican Republic	SDQ	Netherlands Antilles	SXM
3S	Guadeloupe	SFG	Guadeloupe	PTP
3S	Saint Lucia	SLU	Martinique	FDF
3S	Netherlands Antilles	SXM	Dominica	DOM
3S	Netherlands Antilles	SXM	Guadeloupe	PTP
3S	Netherlands Antilles	SXM	Dominican Republic	SDQ
3U	China	BHY	China	XIY
3U	China	CAN	China	CKG
3U	China	CAN	China	CTU
3U	China	CAN	Northern Mariana Islands	SPN
3U	China	CGO	China	CGQ
3U	China	CGO	China	CKG
3U	China	CGO	China	CTU
3U	China	CGO	China	HGH
3U	China	CGO	China	HRB
3U	China	CGO	China	KMG
3U	China	CGO	China	URC
3U	China	CGQ	China	CGO
3U	China	CGQ	China	NKG
3U	China	CGQ	China	TNA
3U	China	CGQ	China	TSN
3U	China	CKG	China	CAN
3U	China	CKG	China	CGO
3U	China	CKG	China	CSX
3U	China	CKG	China	CTU
3U	China	CKG	China	CZX
3U	China	CKG	China	DLC
3U	China	CKG	China	DYG
3U	China	CKG	China	HAK
3U	China	CKG	China	HGH
3U	China	CKG	Thailand	HKT
3U	China	CKG	NA	INC
3U	China	CKG	China	KHN
3U	China	CKG	China	KMG
3U	China	CKG	China	LHW
3U	China	CKG	China	LJG
3U	China	CKG	China	LXA
3U	China	CKG	China	NGB
3U	China	CKG	China	NKG
3U	China	CKG	China	NNG
3U	China	CKG	China	PEK
3U	China	CKG	China	PVG
3U	China	CKG	China	PZI
3U	China	CKG	China	SWA
3U	China	CKG	Australia	SYD
3U	China	CKG	China	SYX
3U	China	CKG	China	SZX
3U	China	CKG	China	TNA
3U	China	CKG	Taiwan	TSA
3U	China	CKG	China	TSN
3U	China	CKG	China	TYN
3U	China	CKG	China	URC
3U	China	CKG	China	WUH
3U	China	CKG	China	WUX
3U	China	CKG	China	XIY
3U	China	CKG	China	XNN
3U	China	CKG	China	YIH
3U	China	CKG	China	ZHA
3U	China	CSX	China	CKG
3U	China	CSX	China	CTU
3U	China	CSX	China	FOC
3U	China	CSX	China	KMG
3U	China	CSX	China	SHE
3U	China	CSX	China	WNZ
3U	China	CSX	China	XMN
3U	China	CTU	China	CAN
3U	China	CTU	China	CGO
3U	China	CTU	China	CKG
3U	China	CTU	China	CSX
3U	China	CTU	China	DCY
3U	China	CTU	China	DSN
3U	China	CTU	China	HAK
3U	China	CTU	China	HDG
3U	China	CTU	China	HET
3U	China	CTU	China	HFE
3U	China	CTU	China	HGH
3U	China	CTU	Hong Kong	HKG
3U	China	CTU	Thailand	HKT
3U	China	CTU	South Korea	ICN
3U	China	CTU	NA	INC
3U	China	CTU	China	JHG
3U	China	CTU	China	JIQ
3U	China	CTU	China	JZH
3U	China	CTU	China	KHN
3U	China	CTU	China	KMG
3U	China	CTU	China	KOW
3U	China	CTU	China	KWE
3U	China	CTU	China	LHW
3U	China	CTU	China	LJG
3U	China	CTU	China	LUM
3U	China	CTU	China	LXA
3U	China	CTU	China	LZY
3U	China	CTU	Australia	MEL
3U	China	CTU	China	NKG
3U	China	CTU	China	NNG
3U	China	CTU	China	PEK
3U	China	CTU	China	PVG
3U	China	CTU	China	PZI
3U	China	CTU	China	SHE
3U	China	CTU	China	SJW
3U	China	CTU	China	SYX
3U	China	CTU	China	SZX
3U	China	CTU	China	TAO
3U	China	CTU	China	TNA
3U	China	CTU	Taiwan	TSA
3U	China	CTU	China	TSN
3U	China	CTU	China	TYN
3U	China	CTU	China	URC
3U	China	CTU	China	WNZ
